,Unnamed: 0,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set
583,583,IEEE International Geoscience and Remote Sensing Symposium,2019.0,-,conferencia,-,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,100,100,100,100,A3,A3,A3,A3
584,584,EPIA Conference on Artificial Intelligence,2019.0,-,conferencia,epia,conference on artificial intelligence,conference on artificial intelligence,conference on artificial intelligence,conference on artificial intelligence,94,100,94,100,A1,A1,A1,A1
585,585,2019 IEEE 31st International Conference on Tools with Artificial Intelligence (ICTAI),2019.0,-,conferencia,ictai,ieee international conference on tools with artificial intelligence,ieee international conference on tools with artificial intelligence,ieee international conference on tools with artificial intelligence,conference on artificial intelligence,88,94,89,100,A3,A3,A3,A1
586,586,Brazilian Conference on Intelligent Systems,2020.0,-,conferencia,-,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,99,100,99,99,A4,A4,A4,A4
587,587,XVI Workshop de Visão Computacional,2020.0,-,conferencia,-,workshop de visao computacional,workshop de visao computacional,workshop de visao computacional,workshop de visao computacional,94,100,94,100,B4,B4,B4,B4
588,588,IEEE International Geoscience and Remote Sensing Symposium,2021.0,-,conferencia,-,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,100,100,100,100,A3,A3,A3,A3
589,589,V Simpósio Brasileiro de Arquitetura de Computadores - Processamento de Alto Desempenho,1993.0,-,conferencia,-,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de robotica,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de robotica,72,81,63,83,,B1,,B1
590,590,the 15th international symposium,,-,conferencia,-,robocup international symposium,ieee annual international symposium on field-programmable custom computing machines,international web rule symposium,"international symposium on the modeling, analysis, and simulation of computer and telecommunication systems",76,81,78,92,,A3,,A4
591,591,Third International Workshop on Experimental and Efficient Algorithms (WEA),2004.0,-,conferencia,-,international workshop on intelligent and resilient cities,international i*workshop,international workshop on combinatorial algorithms,international i*workshop,69,92,73,96,,B4,,B4
592,592,"2nd Workshop onEmbedded Systems for RealTime Multimedia, 2004. ESTImedia 2004.",,-,conferencia,-,acm workshop on information hiding and multimedia security,workshop iberchip,acm workshop on information hiding and multimedia security,acm multimedia systems conference,50,65,57,71,,,,
593,593,International Workshop on Applied Reconfigurable Computing (ARC),2008.0,-,conferencia,arc,international symposium on applied reconfigurable computing,international i*workshop,international symposium on applied reconfigurable computing,international i*workshop,85,92,86,96,B2,B4,B2,B4
594,594,"2010 Design, Automation & Test in Europe Conference & Exhibition (DATE 2010)",,-,conferencia,date,"design, automation and test in europe conference and exhibition","design, automation and test in europe conference and exhibition","design, automation and test in europe conference and exhibition",design automation conference,82,90,85,100,A1,A1,A1,A1
595,595,2014 20th IEEE International Conference on Parallel and Distributed Systems (ICPADS),,-,conferencia,icpads,international conference on parallel and distributed systems,international conference on parallel and distributed systems,international conference on parallel and distributed systems,international conference on parallel and distributed systems,83,100,85,100,B1,B1,B1,B1
596,596,Escola Regional de Informática do MS (ERI-MS),2014.0,-,conferencia,ms,congresso brasileiro de informatica em saude,workshop de informatica medica,workshop de informatica na escola,workshop de informatica na escola,61,67,66,78,,,,
597,597,21st International Conference on Parallel and Distributed Processing Techniques and Applications (PDPTA),2015.0,-,conferencia,-,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel processing,93,100,94,100,B2,B2,B2,A3
598,598,International Conference on Computational Science (ICCS),2018.0,-,conferencia,iccs,international conference on computational science,international conference on computational science,international conference on computational science,international conference on computational science,93,100,95,100,B2,B2,B2,B2
599,599,XX Simpósio em Sistemas Computacionais de Alto Desempenho,2019.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,97,100,97,100,B1,B1,B1,B1
600,600,Workshop em Desempenho de Sistemas Computacionais e de Comunicação (WPerformance),2020.0,-,conferencia,wperformance,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,90,100,91,100,B4,B4,B4,B4
601,601,Integra - UFMS,2019.0,-,conferencia,-,international web rule symposium,seminario integrado de software e hardware,robocup international symposium,robocup international symposium,48,71,47,47,,,,
602,602,Integra - UFMS,2018.0,-,conferencia,-,international web rule symposium,seminario integrado de software e hardware,robocup international symposium,robocup international symposium,48,71,47,47,,,,
603,603,Integra-UFMS,2020.0,-,conferencia,-,caise forum,international conference on integrated formal methods,robocup international symposium,robocup international symposium,43,67,47,47,,,,
604,604,Integra - UFMS,2020.0,-,conferencia,-,international web rule symposium,seminario integrado de software e hardware,robocup international symposium,robocup international symposium,48,71,47,47,,,,
605,605,Workshop sobre Educação em Computação (WEI) 2021,2021.0,-,conferencia,wei,workshop sobre educacao em computacao,workshop sobre educacao em computacao,workshop sobre educacao em computacao,workshop sobre educacao em computacao,87,100,89,100,A4,A4,A4,A4
606,606,2a. Reunião Especial da Sociedade Brasileira para o Progresso da Ciência (SBPC),1995.0,-,conferencia,-,encontro nacional da associacao nacional de pos-graduacao e pesquisa em administracao,brazilian seminar on ontologies,congresso brasileiro de pesquisadores em cibercultura,congresso brasileiro de pesquisadores em cibercultura,48,55,53,54,,,,
607,607,IX Seminário de Ensino Pesquisa e Extensão e III Encontro de Iniciação Científica da Universidade Federal de Mato Grosso do Sul (UFMS),1994.0,-,conferencia,-,workshop de tecnologia da informacao e comunicacao das instituicoes federais de ensino superior do brasil,seminario de computacao e mercado,workshop de tecnologia da informacao e comunicacao das instituicoes federais de ensino superior do brasil,seminario de computacao e mercado,49,64,51,60,,,,
608,608,Workshop de Teses em Engenharia de Software em conjunto com o Simpósio Brasileiro de Engenharia de Software,1998.0,-,conferencia,-,workshop de engenharia de software baseada em busca,simposio brasileiro de qualidade de software,simposio brasileiro em seguranca da informacao e de sistemas computacionais,workshop de software livre,58,84,56,87,,B1,,B4
609,609,International Conference on Software Maintenance and Reengineering,1999.0,-,conferencia,-,european conference on software maintenance and reengineering,european conference on software maintenance and reengineering,european conference on software maintenance and reengineering,international cad conference,90,90,90,92,A3,A3,A3,B2
610,610,Conferência Latinoamericana de Informática,1999.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,100,100,100,100,B2,B2,B2,B2
611,611,Simpósio Brasileiro de Engenharia de Software,1999.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,85,84,85,86,B1,B1,B1,B1
612,612,Concurso de Teses e Dissertações em Computação em conjunto com o Congresso da Sociedade Brasileira de Computação,2000.0,-,conferencia,-,workshop em desempenho de sistemas computacionais e de comunicacao,simposio brasileiro de computacao musical,simposio brasileiro de redes de computadores e sistemas distribuidos,seminario de computacao e mercado,51,68,53,62,,,,
613,613,Working Conference on Reverse Engineering,2000.0,-,conferencia,-,working conference on reverse engineering,working conference on reverse engineering,working conference on reverse engineering,working conference on reverse engineering,100,100,100,100,A3,A3,A3,A3
614,614,European Conference on Software Maintenance and Reengineering,2001.0,-,conferencia,-,european conference on software maintenance and reengineering,european conference on software maintenance and reengineering,european conference on software maintenance and reengineering,european conference on software maintenance and reengineering,100,100,100,100,A3,A3,A3,A3
615,615,Simpósio de Teses e Dissertações,2002.0,-,conferencia,-,simposio brasileiro de sistemas eletricos,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,simposio de instrumentacao e imagens medicas,60,63,62,66,,,,
616,616,Agile Development Conference,2003.0,-,conferencia,agile,agile conference,"international technology, education and development conference",agile conference,agile conference,73,86,73,100,,B2,,A3
