,issn,periodico,Ajuste_SBC,link_scopus,percentil,Qualis_Final,data-atualizacao,data-tentativa,logs
1202,1095-8592,journal of network and computer applications (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27277,97,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1203,1064-7570,journal of network and systems management,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27287,77,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1204,1796-2056,journal of networks,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700186825,nulo,nulo,nulo,23/01/2022 03:05:14,sem valor de percentil
1205,1741-2560,journal of neural engineering,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=130164,83,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1206,2141-2286,journal of neuroscience and behavioral health,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:05:14,Other error occurred: 'entry' - Status_code: 200
1207,0165-0270,journal of neuroscience methods,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=16765,44,B1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1208,0929-8215,journal of new music research,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4700151912,96,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1209,0377-0257,journal of non-newtonian fluid mechanics (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=14422,84,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1210,0195-9298,journal of nondestructive evaluation,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21179,69,A3,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1211,1660-1769,journal of object technology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28360,14,B3,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1212,1687-8450,journal of oncology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17600155049,39,B1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1213,2199-8531,"journal of open innovation: technology, market, and complexity",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100887502,93,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1214,2049-9647,journal of open research software,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100867250,78,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1215,1943-0620,journal of optical communications and networking (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17900156735,94,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1216,0022-3239,journal of optimization theory and applications,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23966,71,A3,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1217,1573-2878,journal of optimization theory and applications (dordrecht. online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23966,71,A3,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1218,0743-7315,journal of parallel and distributed computing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25621,86,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1219,1096-0848,journal of parallel and distributed computing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25621,86,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1220,0743-7315,journal of parallel and distributed computing (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25621,86,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1221,2190-0558,journal of petroleum exploration and production technology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21101037914,63,A3,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1222,0920-4105,journal of petroleum science & engineering,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17013,91,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1223,1742-6588,journal of physics: conference series,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=130053,18,B3,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1224,1535-3893,journal of proteome research (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17625,84,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1225,1874-3919,journal of proteomics (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=11700154304,88,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1226,0974-276X,journal of proteomics & bioinformatics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19600157004,nulo,nulo,nulo,23/01/2022 03:05:14,sem valor de percentil
1227,1180-4882,journal of psychiatry & neuroscience,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=16816,84,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1228,0269-8811,journal of psychopharmacology (oxford),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23109,85,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1229,1861-8200,journal of real-time image processing (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4900152415,60,A4,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1230,1443-458X,journal of research and practice in information technology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25622,59,A4,12/09/2021 03:04:11,23/01/2022 03:05:14,sem valor de percentil
1231,1929-7092,journal of reviews on global economics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100817618,5,B4,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1232,2151-4178,journal of rural social sciences,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:05:14,Other error occurred: 'entry' - Status_code: 200
1233,1094-6136,journal of scheduling,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19294,75,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1234,1824-2049,journal of science communication,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17700156421,67,A3,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1235,2224-2708,journal of sensor and actuator networks,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100830709,94,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1236,1687-725X,journal of sensors,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17700156304,76,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1237,1687-725X,journal of sensors,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17700156304,76,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1238,1094-6705,journal of service research,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=144974,99,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1239,1939-8018,"journal of signal processing systems for signal, image, and video technology",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=11400153333,53,A4,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1240,1939-8115,"journal of signal processing systems for signal, image, and video technology (online)",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=11400153333,53,A4,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1241,1796-217X,journal of software,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700186824,nulo,nulo,nulo,23/01/2022 03:05:14,sem valor de percentil
1242,2166-0824,journal of software & systems development,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:05:14,Other error occurred: 'entry' - Status_code: 200
1243,1945-3124,journal of software engineering and applications,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:05:14,Other error occurred: 'entry' - Status_code: 200
1244,1945-3116,journal of software engineering and applications (print),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:05:14,Other error occurred: 'entry' - Status_code: 200
1245,2195-1721,journal of software engineering research and development (jserd),0,nulo,nulo,B1,nulo,23/01/2022 03:05:14,Other error occurred: 'entry' - Status_code: 200
1246,2047-7481,journal of software: evolution and process (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100205112,61,A4,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1247,0022-460X,journal of sound and vibration,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13030,94,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1248,1742-5468,journal of statistical mechanics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=145274,83,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1249,0022-4715,journal of statistical physics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28574,61,A4,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1250,1548-7660,journal of statistical software,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12137,99,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1251,0963-8687,journal of strategic information systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12396,98,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1252,0920-8542,journal of supercomputing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25623,79,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1253,1383-7621,journal of systems architecture,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12398,74,A3,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1254,0718-2724,journal of technology management & innovation,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=11600153421,31,B2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1255,0090-3973,journal of testing and evaluation,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21205,39,B1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1256,1067-5027,journal of the american medical informatics association,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23600,95,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1257,1532-2890,journal of the american society for information science and technology (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12098,nulo,nulo,nulo,23/01/2022 03:05:14,sem valor de percentil
1258,1532-2882,journal of the american society for information science and technology (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12098,nulo,nulo,nulo,23/01/2022 03:05:14,sem valor de percentil
1259,1933-1711,journal of the american society of hypertension,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=5700191207,72,A3,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1260,2330-1643,journal of the association for information science and technology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100307484,93,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1261,1536-9323,journal of the association for information systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13300154706,81,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1262,0103-5053,journal of the brazilian chemical society (impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=22729,52,A4,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1263,0104-6500,journal of the brazilian computer society (impresso) (jbcs),2,https://www.scopus.com/source/sourceInfo.url?sourceId=145262,63,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1264,1678-4804,journal of the brazilian computer society (online) (jbcs),2,https://www.scopus.com/source/sourceInfo.url?sourceId=145262,63,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1265,1678-5878,journal of the brazilian society of mechanical sciences and engineering (impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=71359,74,A3,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1266,1000-0135,journal of the china society for scientific and technical information,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:05:14,Other error occurred: 'entry' - Status_code: 200
1267,0016-0032,journal of the franklin institute,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27959,95,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1268,0160-5682,journal of the operational research society,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=22236,87,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1269,1084-7529,"journal of the optical society of america. a, optics, image science, and vision",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12320,60,A4,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1270,0740-3224,"journal of the optical society of america. b, optical physics",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12341,81,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1271,0022-5193,journal of theoretical biology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=29663,91,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1272,2238-1031,journal of transport literature,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:05:14,Other error occurred: 'entry' - Status_code: 200
1273,1923-7324,journal of ubiquitous systems and pervasive networks (print),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:05:14,Other error occurred: 'entry' - Status_code: 200
1274,0948-695X,journal of universal computer science,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=145537,54,A4,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1275,0948-6968,journal of universal computer science,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=145537,54,A4,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1276,0948-695X,journal of universal computer science (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=145537,54,A4,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1277,1931-3357,journal of usability studies,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:05:14,Other error occurred: 'entry' - Status_code: 200
1278,1047-3203,journal of visual communication and image representation (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25592,82,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1279,1045-926X,journal of visual languages and computing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27187,94,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1280,1343-8875,journal of visualization,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=14429,47,B1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1281,1940-087X,journal of visualized experiments,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19900191993,45,B1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1282,0892-1997,journal of voice,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13783,88,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1283,1540-9589,journal of web engineering,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18400156714,26,B2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1284,1570-8268,journal of web semantics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=14879,84,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1285,1213-6972,"journal of wscg (plzen, print)",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19400157203,16,B3,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1286,1869-1951,"journal of zhejiang university. science c, computers & electronics",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19600166322,nulo,nulo,nulo,23/01/2022 03:05:14,sem valor de percentil
1287,0947-5745,journal of zoological systematics and evolutionary research,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=22605,78,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1288,2447-5033,journal on advances in theoretical and applied informatics,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:05:14,Other error occurred: 'entry' - Status_code: 200
1289,1875-0931,journal on chain and network science (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=10600153310,42,B1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1290,1861-2032,journal on data semantics (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100466219,54,A4,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1291,nulo,journal on interactive systems (jis),0,nulo,nulo,B2,nulo,23/01/2022 03:05:14,sem informação do ISSN
1292,1383-469X,journal on special topics in mobile networks and applications,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27306,76,A2,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
