,sigla,conferencia,categoria,link,CE_Indicou,h5,Qualis_Final,data-atualizacao,data-tentativa,logs,h5_old,Uso do Scholar,Qualis 2016,Qualis_Sem_Inducao,Ajuste ou evento SBC
890,isorc,ieee international symposium on realtime distributed computing,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=BsXPy-a3od0J.2018,Top20,15,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,15,-,B1,A4,-
891,ispa,ieee international symposium on parallel and distributed processing with applications,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=mlMlfhKboLAJ.2019,nulo,10,B2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,-,-,-,-,-
892,ispass,ieee international symposium on performance analysis of systems and software,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=vGg3xZzyUHwJ.2018,nulo,23,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,23,-,A2,A3,-
893,ispd,acm international symposium on physical design,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=qcCDTf9GIAMJ.2018,Top10,18,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,18,-,B1,A4,-
894,ispdc,international symposium on parallel and distributed computing,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=BZK2l1JW2UsJ.2018,Relevante,10,B2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,10,-,B1,B2,-
895,isqed,international symposium on quality electronic design,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=CAKBHPJLxuMJ.2018,Relevante,17,A4,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,17,-,B1,A4,-
896,isr,ieee international conference on intelligence and safety for robotics,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=CVpdLFbXIAIJ.2019,Relevante,2,B4,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,2,-,-,B4,-
897,iss,acm international conference on interactive surfaces and spaces,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=js1p_d4DBXkJ.2018,Relevante,8,B3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,8,-,-,B3,-
898,issa,information security for south africa,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=mjGhRMqAqs8J.2018,Relevante,11,B2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,11,-,-,B2,-
899,isscc,ieee international solid-state circuits conference,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=V9dUrR2StjYJ.2018,Top10,57,A1,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,57,-,-,A1,-
900,issi,international society of scientometrics and informetrics conference,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=b00RSKyzYTMJ.2018,nulo,13,B1,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,13,-,B3,B1,-
901,isspit,ieee international symposium on signal processing and information technology,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=fXCNasPODNcJ.2018,nulo,9,B2,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,9,-,B2,B2,-
902,issre,ieee international symposium on software reliability engineering,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=xJhIFxijeG8J.2018,Top10,24,A3,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,24,-,A2,A3,-
903,issrew,ieee international symposium on software reliability engineering workshops,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Symposium+on+Software+Reliability+Engineering+Workshops&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,14,B1,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,14,1,B4,B1,-
904,issta,international symposium on software testing and analysis,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=mVouTzCK9BcJ.2018,Top10,34,A2,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,34,-,A1,A2,-
905,istar,international i*workshop,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+i*Workshop&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,3,1,B3,B4,-
906,isvc,international symposium on visual computing,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=gkPBkimMWRYJ.2018,Top20,16,A3,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,16,-,B1,A4,-
907,isvlsi,ieee computer society annual symposium on vlsi,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=YnM0PRNMjrsJ.2018,Top20,15,A3,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,15,-,B1,A4,-
908,isw,information security conference,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Information+Security+Conference&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,18,A4,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,18,1,B2,A4,-
909,iswc,international semantic web conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=AETH84_wOIQJ.2018,Top20,41,A1,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,41,-,A1,A1,-
910,iswcs,international symposium on wireless communication systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=bKvDXIhWqbQJ.2018,Relevante,23,A3,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,23,-,A2,A3,-
911,iswpc,international symposium on wireless and pervasive computing,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Wireless+and+Pervasive+Computing&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,6,1,B5,B3,-
912,ita,international conference on internet technologies and applications,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Internet+Technologies+and+Applications&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,2,1,B4,B4,-
913,itc,international test conference,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=pfPF94N5AjQJ.2019,nulo,15,A4,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,15,-,B1,A4,-
914,itcs,conference on innovations in theoretical computer science,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=YFgbcWcmuG4J.2019,Top20,30,A2,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,30,-,-,A2,-
915,ithet,international conference on information technology based higher education and training,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=6vxCD_ZM9asJ.2018,nulo,11,B2,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,11,-,B2,B2,-
916,iticse,conference on innovation and technology in computer science education,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=68UDAZLIQo8J.2018,Top10,20,A3,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,20,-,A2,A3,-
917,itng,international conference on information technology : new generations,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=n2j6wbZrIFcJ.2019,Relevante,15,A4,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,17,-,B1,A4,-
918,itp,international conference on interactive theorem proving,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=dC3V1ZRAEU4J.2018,Top20,22,A3,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,22,-,-,A3,-
919,its,international conference on intelligent tutoring systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=H0VqPMOxNRAJ.2018,Top10,17,A3,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,17,-,B1,A4,-
920,itsc,ieee international conference on intelligent transportation systems,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=F_tKvHBbkU8J.2018,Relevante,32,A2,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,32,-,B2,A2,-
921,itss,interactive tabletops and surfaces,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=ZWVF6mMMvq0J.2019,Relevante,18,A4,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,18,-,-,A4,-
922,iui,international conference on intelligent user interfaces,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=-_BzfdwqRVsJ.2018,Top10,27,A2,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,27,-,A2,A2,-
923,iv,international conference on information visualization,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=vRWGetFmuFkJ.2018,nulo,15,A4,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,15,-,B1,A4,-
924,iva,international conference on intelligent virtual agents,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Zy6oN9uVoooJ.2018,Top10,17,A3,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,17,-,B1,A4,-
925,ivapp,international conference on information visualization theory and applications,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=ztMqUOkonasJ.2018,Relevante,8,B3,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,10,-,B1,B2,-
926,ivcnz,international conference image and vision computing new zealand,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=4_qF9l7aGfYJ.2018,nulo,10,B2,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,-,-,-,-,-
927,ivs,intelligent vehicles symposium,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=BXKrKfEyuD0J.2018,nulo,35,A1,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,35,-,B1,A1,-
928,iwann,international work-conference on artificial and natural neural networks,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=AMf-y6jz9g0J.2018,nulo,13,B1,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,13,-,B1,B1,-
929,iwbbio,international work-conference on bioinformatics and biomedical engineering,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=T4IEJzWRVqIJ.2018,Top10,10,A4,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,10,-,B2,B2,-
930,iwbf,international workshop on biometrics and forensics,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=ukypwslmClwJ.2018,nulo,13,B1,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,13,-,B3,B1,-
931,iwcmc,international wireless communications and mobile computing conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=c5DgYVXCJpsJ.2018,Relevante,25,A2,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,25,-,A2,A2,-
932,iwcs,international workshop on computational semantics,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Computational+Semantics&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Top20,24,A3,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,24,1,-,A3,-
933,iwcts,international workshop on computational transportation science,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Computational+Transportation+Science&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,9,B2,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,9,1,-,B2,-
934,iwoca,international workshop on combinatorial algorithms,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=aEFAi4RU6TEJ.2018,nulo,9,B2,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,9,-,B2,B2,-
935,iwpse,international workshop on principles of software evolution,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Principles+of+Software+Evolution&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,7,B3,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,7,1,B4,B3,-
936,iwqos,ieee/acm international symposium on quality of service,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=hI4YkCzmiU4J.2019,nulo,18,A4,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,-,-,-,-,-
937,iws,iberchip workshop,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Iberchip+Workshop&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,4,B4,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,4,1,B5,B4,-
938,iwseco,international workshop on software ecosystems,2,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Software+Ecosystems&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,9,B2,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,9,1,B4,B2,-
939,iwsg,international workshop on science gateways,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Science+Gateways&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,6,1,B5,B3,-
940,iwssip,"international conference on systems, signals and image processing",2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=GsvS_jxfxCoJ.2018,Top20,11,B1,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,11,-,B1,B2,-
941,iwt,international workshop on telecommunications,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Telecommunications&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,8,1,B3,B3,-
942,jcdl,acm/ieee joint conference on digital libraries,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=kmUykvIpY_UJ.2018,nulo,21,A3,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,21,-,A2,A3,-
943,jcsc,joint international conference on serious games,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=JOINT+INTERNATIONAL+CONFERENCE+ON+SERIOUS+GAMES&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,6,1,-,B3,-
944,jcsse,international joint conference on computer science and software engineering,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=-g_TjCepYWIJ.2018,nulo,12,B1,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,12,-,B2,B1,-
945,jurix,international conference on legal knowledge and information systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=hTnzOl0B1DQJ.2018,Relevante,10,B2,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,10,-,B2,B2,-
946,kdd,acm sigkdd conference on knowledge discovery and data mining,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=DxPOk84pRIIJ.2018,Top10,77,A1,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,77,-,A1,A1,-
947,kdir,international conference on knowledge discovery and information retrieval,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=UDGD1AtMr3UJ.2018,Relevante,10,B2,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,10,-,-,B2,-
948,kdmile,"symposium on knowledge discovery, mining and learning",2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Symposium+on+Knowledge+Discovery%2C+Mining+and+Learning&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top20,3,B3,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,3,1,B5,B4,-
949,kes,international conference on knowledge-based and intelligent information & engineering systems,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Knowledge-Based+and+Intelligent+Information+%26+Engineering+Systems&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,2,B4,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,2,2,B1,B4,-
950,kesamsta,msta - international kes conference on agents and multi-agent systems: technologies and applications,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=yxUysC3sp9IJ.2018,nulo,9,B2,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,9,-,B1,B2,-
951,kesw,international conference on knowledge engineering and semantic web,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Knowledge+Engineering+and+Semantic+Web&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,13,B1,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,13,1,B2,B1,-
952,kmo,international conference on knowledge management in organizations,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=-yAq_nHfnI0J.2018,Relevante,7,B3,15/08/2021 03:36:18,15/08/2021 03:36:18,atualizado com sucesso,7,-,B3,B3,-
953,knowlod,workshop on knowledge discovery and data mining meets linked open data,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Knowledge+Discovery+and+Data+Mining+Meets+Linked+Open+Data&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:36:18,não encontrou a tag span: list index out of range,1,2,B4,B4,-
