,Unnamed: 0,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
2050,2050,"Proc. of IEEE Computer Society, the International Database Engineering & Applications Symposium (IDEAS´01)",20010.0,-,conferencia,ideas,international database engineering and applications symposium,international database engineering and applications symposium,international database engineering and applications symposium,international database engineering and applications symposium,69.0,95.0,72.0,97.0,,A4,,A4,all,international database engineering and applications symposium,A4
2051,2051,Workshop on Efficient and Experimental Algorithms,20040.0,-,conferencia,-,workshop on approximation and online algorithms,international workshop on combinatorial algorithms,international workshop on algorithms and computation,international workshop on algorithms and computation,69.0,73.0,73.0,73.0,,,,,nulo,nao_tem,-
2052,2052,"GRACO: Symposium on Graphs, Algorithms and Combinatorics",20050.0,-,conferencia,-,acm symposium on parallelism in algorithms and architectures,european symposium on algorithms,international symposium algorithms and computation,european symposium on algorithms,69.0,75.0,71.0,84.0,,,,A3,nulo,nao_tem,-
2053,2053,In: XIII Simpósio em Sistemas Computacionais (WSCAD-SSC'12),20120.0,-,conferencia,wscad,simposio em sistemas computacionais de alto desempenho,simposio de mecanica computacional,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,69.0,76.0,67.0,79.0,,,,,ratio sort set,simposio em sistemas computacionais de alto desempenho,B1
2054,2054,ACA 2012  - 18th International Conference  on Applications of Computer Algebra,20120.0,-,conferencia,-,winter conference on applications of computer vision,international cad conference,"annual international computers, software & applications conference",international cad conference,69.0,86.0,77.0,92.0,,B2,,B2,nulo,nao_tem,-
2055,2055,The Second International Workshop on Modern Cryptography and Security Engineering,20130.0,-,conferencia,-,e - international workshop on crowdsourcing in software engineering,international i*workshop,international workshop on principles of engineering service-oriented and cloud systems,international i*workshop,69.0,92.0,69.0,96.0,,B4,,B4,nulo,nao_tem,-
2056,2056,II Latin American Congress on Biomedical Engineering,20010.0,-,conferencia,latin,iberian latin american congress on computational methods,latin american web congress,international conference biomedical engineering and informatics,latin american web congress,69.0,85.0,70.0,92.0,,B4,,B4,nulo,nao_tem,-
2057,2057,11th IEEE Conference on Cybernetic Intelligent Systems (CIS'2012),20120.0,-,conferencia,-,ieee conference on evolving and adaptive intelligent systems,ieee conference on games,"ieee international conference on systems, man and cybernetics",sai intelligent systems conference,69.0,83.0,73.0,94.0,,A3,,B1,nulo,nao_tem,-
2058,2058,2019 15th Annual Conference on Wireless Ondemand Network Systems and Services (WONS),20190.0,-,conferencia,services,wireless on-demand network systems and services conference,wireless on-demand network systems and services conference,wireless on-demand network systems and services conference,annual systems-of-systems conference,69.0,88.0,73.0,94.0,,A4,,A4,ratio partial sort,wireless on-demand network systems and services conference,A4
2059,2059,Workshop on Multi-Agent Robotic Systems,20050.0,-,conferencia,-,workshop on autonomic distributed systems,workshop in multiagent system based learning environments,brazilian workshop on service robotics,international workshop on multi-agent based simulation,68.0,74.0,68.0,74.0,,,,,nulo,nao_tem,-
2060,2060,14th  ACM SIGSOFT Symposium on Foundations of Software  Engineering (FSE'2006),20060.0,-,conferencia,fse,international acm sigsoft symposium on component-based software engineering,software engineering track,international acm sigsoft symposium on component-based software engineering,brazilian symposium on software engineering,68.0,81.0,71.0,87.0,,B2,,A3,nulo,nao_tem,-
2061,2061,EAGE Conference on Machine Learning in Americas (EAGE),20200.0,-,conferencia,-,ieee international conference on machine learning and applications,agile conference,ieee international conference on machine learning and applications,conference on learning theory,68.0,88.0,75.0,86.0,,A3,,A1,nulo,nao_tem,-
2062,2062,Organisational Semiotics: evolving a science of information systems,20010.0,-,conferencia,-,international conference on information systems,americas conference on information systems,international conference on information systems security,science and information conference,68.0,74.0,64.0,72.0,,,,,nulo,nao_tem,-
2063,2063,IHC2002 The Fifth Workshop on Human Factors in Computational Systems,20020.0,-,conferencia,-,acm conference on human factors in computing systems,acm conference on human factors in computing systems,workshop on core computations on spatial information,european workshop on computational geometry,68.0,77.0,63.0,74.0,,,,,ratio partial,acm conference on human factors in computing systems,A1
2064,2064,IEEE 21st International WETICE,20120.0,-,conferencia,wetice,ieee international escience conference,ieee international enterprise distributed object computing conference,international semantic web conference,acs/ieee international conference on computer systems and applications,68.0,77.0,69.0,75.0,,,,,nulo,nao_tem,-
2065,2065,IHC '19: XVIII Brazilian Symposium on Human Factors in Computing Systems,20190.0,-,conferencia,ihc,acm conference on human factors in computing systems,acm conference on human factors in computing systems,brazilian symposium on computing system engineering,acm conference on human factors in computing systems,68.0,79.0,73.0,83.0,,,,A1,ratio partial set,acm conference on human factors in computing systems,A1
2066,2066,String Processing and Information Retrieval (SPIRE'2001),20010.0,-,conferencia,spire,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,68.0,87.0,69.0,89.0,,B1,,B1,all,international symposium on string processing and information retrieval,B1
2067,2067,String Processing and Information Retrieval (SPIRE'2000),20000.0,-,conferencia,spire,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,68.0,87.0,69.0,89.0,,B1,,B1,all,international symposium on string processing and information retrieval,B1
2068,2068,String Processing and Information Retrieval (SPIRE'2002),20020.0,-,conferencia,spire,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,68.0,87.0,69.0,89.0,,B1,,B1,all,international symposium on string processing and information retrieval,B1
2069,2069,2nd Brazilian Workshop on Bioinformatics (WOB'2003),20030.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,68.0,81.0,70.0,84.0,,B1,,B1,all,brazilian symposium on bioinformatics,B1
2070,2070,9th European Conference on Computational Biology (ECCB'2010),20100.0,-,conferencia,-,european conference on operational research,european conference on computer vision,international conference on algorithms for computational biology,intelligent systems for molecular biology / european conference on computational biology,68.0,84.0,72.0,86.0,,A1,,B3,set,intelligent systems for molecular biology / european conference on computational biology,B3
2071,2071,XI Workshop em Clouds e Aplicações - WCGA 2013,20130.0,-,conferencia,wcga,workshop de computacao em clouds e aplicacoes,workshop de computacao em clouds e aplicacoes,workshop de computacao em clouds e aplicacoes,workshop de computacao em clouds e aplicacoes,68.0,70.0,70.0,83.0,,,,B4,all,workshop de computacao em clouds e aplicacoes,B4
2072,2072,MEMSYS &apos;18: The International Symposium on Memory Systems,,-,conferencia,-,ieee international symposium on circuits and systems,international symposium compimage,international symposium on system-on-chip,robocup international symposium,68.0,82.0,73.0,85.0,,B3,,A4,nulo,nao_tem,-
2073,2073,"XIII-Iberchip Workshop, IWS, 2007",20070.0,-,conferencia,iberchip,iberchip workshop,iberchip workshop,workshop iberchip,workshop iberchip,68.0,100.0,71.0,100.0,,B4,,B4,ratio partial,iberchip workshop,B4
2074,2074,"4th International Workshop, LightSec 2015",20150.0,-,conferencia,-,international i*workshop,international i*workshop,international i*workshop,international i*workshop,68.0,92.0,72.0,96.0,,B4,,B4,nulo,nao_tem,-
2075,2075,LATIN AMERICAN WEEK ON CODING AND INFORMATION,20180.0,-,conferencia,latin,ieee latin america conference on cloud computing and communications,latin american web congress,americas conference on information systems,euro american conference on telematics and information systems,68.0,74.0,64.0,75.0,,,,,nulo,nao_tem,-
2076,2076,Workshop Internacional de Combinatória,19960.0,-,conferencia,-,congreso internacional de informatica educativa,workshop iberchip,international workshop on combinatorial algorithms,international workshop on combinatorial algorithms,68.0,76.0,77.0,77.0,,,,,nulo,nao_tem,-
2077,2077,IEEE IIT'06 - Innovations in Information Technology,20060.0,-,conferencia,-,women in information technology,women in information technology,international conference on frontiers of information technology,women in information technology,68.0,90.0,68.0,89.0,,B4,,B4,nulo,nao_tem,-
2078,2078,9th International Conference on Semantic Web Applications and Tools for Life Sciences (SWAT4LS 2016),20160.0,-,conferencia,-,iaria international conference on internet and web applications and services,international cad conference,iaria international conference on internet and web applications and services,international semantic web conference,68.0,86.0,69.0,100.0,,B2,,A1,nulo,nao_tem,-
2079,2079,IHC &apos;20: XIX Brazilian Symposium on Human Factors in Computing Systems,20200.0,-,conferencia,ihc,acm conference on human factors in computing systems,acm conference on human factors in computing systems,brazilian symposium on computing system engineering,acm conference on human factors in computing systems,68.0,79.0,71.0,83.0,,,,A1,ratio partial set,acm conference on human factors in computing systems,A1
2080,2080,XX Brazilian Symposium on Computer Graphics and Image Processing,20070.0,-,conferencia,-,brazilian symposium on computing system engineering,pacific symposium on biocomputing,acm siggraph/eurographics symposium on computer animation,brazilian symposium on bioinformatics,68.0,73.0,68.0,75.0,,,,,nulo,nao_tem,-
2081,2081,14th European Conference on Research and Advanced Technology for Digital Libraries,20100.0,-,conferencia,-,international conference on theory and practice of digital libraries,agile conference,international conference on theory and practice of digital libraries,european conference on operational research,68.0,75.0,65.0,84.0,,,,B4,ratio sort,international conference on theory and practice of digital libraries,B1
2082,2082,Phenology 2012 Conference,20120.0,-,conferencia,-,vehicular technology conference,vehicular technology conference,vehicular technology conference,agile conference,68.0,80.0,64.0,77.0,,A1,,,nulo,nao_tem,-
