,sigla,conferencia,categoria,link,CE_Indicou,h5,Qualis_Final,data-atualizacao,data-tentativa,logs,h5_old,Uso do Scholar,Qualis 2016,Qualis_Sem_Inducao,Ajuste ou evento SBC,LINK INFOGRÁFICO
1007,MCM,International Conference on Mathematics and Computation in Music,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Mathematics+and+Computation+in+Music&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,9,B2,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,9.0,1.0,,B2,,
1008,MCPR2,Mexican Conference on Pattern Recognition,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=pppC_Wi5EMQJ.2018,nulo,9,B2,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,9.0,,B2,B2,,
1009,MCS,International Workshop on Multiple Classifier Systems Multiple Classifier Systems,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Multiple+Classifier+Systems+Multiple+Classifier+Systems&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,11,B2,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,11.0,1.0,B2,B2,,
1010,MCSoC,International Symposium on Embedded Multicore/Many-core Systems-on-Chip,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=cNDfl82p1FwJ.2018,Relevante,8,B3,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,8.0,,,B3,,
1011,MDAI,International Conference on Modeling Decisions for Artificial Intelligence,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=eSRALXzLAPIJ.2018,nulo,6,B3,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,6.0,,B2,B3,,
1012,MDM,IEEE International Conference on Mobile Data Management,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=sGmafh2RqU8J.2018,Top20,21,A3,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,21.0,,A2,A3,,
1013,MED,Mediterranean Conference on Control and Automation,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=GCpVsRNBp7cJ.2018,Relevante,18,A4,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,18.0,,B3,A4,,
1014,MEDES,International Conference on Management of Emergent Digital EcoSystems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=ksxqkBov1d4J.2018,Relevante,10,B2,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,10.0,,B2,B2,,
1015,MEDHOCNET,Mediterranean Ad Hoc Networking Workshop,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=e2_ouznJbtwJ.2018,nulo,10,B2,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,10.0,,B1,B2,,
1016,MEDIAN,Workshop On Manufacturable and Dependable Multicore Architectures at Nanoscale,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+On+Manufacturable+and+Dependable+Multicore+Architectures+at+Nanoscale&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,5,B4,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,5.0,1.0,B5,B4,,
1017,MEDINFO,World Congress on Medical and Health Informatics,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=dZLYXaFx_-EJ.2019,Top10,23,A3,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,23.0,,,A3,,
1018,MEMEA,IEEE International Symposium on Medical Measurements and Applications,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=YAicpL-gA6oJ.2018,nulo,16,A4,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,16.0,,B3,A4,,
1019,MESA,IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=th--Q8zFP48J.2018,Relevante,5,B4,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,5.0,,,B4,,
1020,MetaSel,International Workshop on Meta-Learning and Algorithm Selection,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Meta-Learning+and+Algorithm+Selection&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,1.0,1.0,B4,B4,,
1021,MFCS,International Symposium on Mathematical Foundations of Computer Science,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=b7Wt8oz6uqAJ.2018,Top20,17,A3,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,17.0,,,A4,,
1022,MFI,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=MbouORldYUUJ.2019,Relevante,13,B1,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,13.0,,,B1,,
1023,MIC,Metaheuristics International Conference,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Metaheuristics+International+Conference&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,6.0,1.0,B5,B3,,
1024,MICAI,Mexican International Conference on Artificial Intelligence,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=uhZEgJcD4mIJ.2018,nulo,13,B1,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,13.0,,B1,B1,,
1025,MICCAI,International Conference on Medical Image Computing and Computer Assisted Intervention,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=QLpioUFGyGMJ.2018,Top10,41,A1,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,41.0,,A1,A1,,
1026,MICRO,IEEE/ACM International Symposium on Microarchitecture,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=UpKDzfQ1ak8J.2018,Top10,41,A1,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,41.0,,,A1,,
1027,MIDDLEWARE,International Middleware Conference,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=NA4iP0Rm0toJ.2018,Top10,21,A3,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,13.0,1.0,A2,B1,,
1028,MIE,Medical Informatics Europe,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=dZLYXaFx_-EJ.2019,Top20,23,A3,14/05/2020,15/08/2021 03:36:44,link é o mesmo utilizado para outro evento: http-collector-https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=dZLYXaFx_-EJ.2019 is already defined as a collector,23.0,,,A3,,
1029,MIG,ACM Siggraph Conference on Motion in Games,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Kww2Vi43eP0J.2018,Top20,13,A4,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,13.0,,B1,B1,,
1030,MIKON,"International Conference on Microwave, Radar and Wireless Communications",1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Bwbu3iXAZOgJ.2018,nulo,7,B3,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,7.0,,B5,B3,,
1031,MISE,Workshop on Modeling in Software Engineering,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Modeling+in+Software+Engineering&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,11,B2,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,11.0,1.0,B4,B2,,
1032,MLDM,International Conference on Machine Learning and Data Mining in Pattern Recognition,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=oWkVdkjcvV4J.2018,Relevante,11,B2,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,11.0,,B1,B2,,
1033,MLSP,IEEE International Workshop on Machine Learning for Signal Processing,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=YvgS_H_QdKgJ.2018,nulo,18,A4,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,18.0,,B1,A4,,
1034,MMAR,International Conference on Methods and Models in Automation and Robotics,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=YI-90EccamMJ.2019,Relevante,17,A4,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,17.0,,,A4,,
1035,MMEDIA-IARIA,International Conferences on Advances in Multimedia,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conferences+on+Advances+in+Multimedia&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,5,B4,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,5.0,1.0,B5,B4,,
1036,MMM,International Conference on Multimedia Modelling,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Yk_rZmw8Ul4J.2018,Top20,20,A3,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,20.0,,B1,A3,,
1037,MMRP,International Workshop on Multilayer Music Representation and Processing,4,Induzidos manualmente,Top20,nulo,B3,não se aplica,15/08/2021 03:36:44,categorias 3 e 4 não são atualizadas,,,,,,
1038,MMSP,International Workshop on Multimedia and Signal Processing,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=_45azmq7lgwJ.2018,Relevante,19,A4,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,19.0,,B1,A4,,
1039,MMSYS,ACM Multimedia Systems Conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=iRTf4ImdsEQJ.2018,Top10,27,A2,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,27.0,,A2,A2,,
1040,MobiArch,Workshop on Mobility in the Evolving Internet Architecture,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Mobility+in+the+Evolving+Internet+Architecture&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,13,B1,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,13.0,1.0,B4,B1,,
1041,MOBICOM,ACM/IEEE International Conference on Mobile Computing and Networking,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=CYo1GjC2fW8J.2018,Top10,49,A1,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,49.0,,A1,A1,,
1042,MOBIHOC,ACM International Symposium on Mobile Ad Hoc Networking and Computing,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Okb8aqGJjLgJ.2018,Top20,26,A2,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,26.0,,A2,A2,,
1043,MOBILECLOUD,"International Conference on Mobile Cloud, Computing and Service Engineering",1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=_mk8K9df74AJ.2018,nulo,16,A4,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,16.0,,B2,A4,,
1044,MOBILEHCI,International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=FYz8XSTnq6sJ.2018,Top10,25,A2,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,25.0,1.0,A1,A2,,
1045,MOBILESOFT,International Conference on Mobile Software Engineering and Systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=vEoRfiW8v8gJ.2018,Top20,13,A4,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,13.0,,B2,B1,,
1046,MOBILWARE,"International Conference on MOBILe Wireless MiddleWARE, Operating Systems, and Applications",1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+MOBILe+Wireless+MiddleWARE%2C+Operating+Systems%2C+and+Applications&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,6.0,1.0,B3,B3,,
1047,MOBIQUITOUS,"International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=bnWlRT9hHXEJ.2018,Relevante,12,B1,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,12.0,,B1,B1,,
1048,MobiSys,"Annual International Conference on Mobile Systems, Applications, and Services",2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=0mhk3_x__KIJ.2018,Top10,45,A1,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,45.0,,,A1,,
1049,MOBIWAC,ACM International Symposium on Mobility Management and Wireless Access,2,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=ACM+International+Symposium+on+Mobility+Management+and+Wireless+Access&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,11,B2,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,11.0,1.0,B2,B2,,
1050,MODELS,International Conference on Model Driven Engineering Languages and Systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=3ppqdCDVTskJ.2018,Top20,23,A3,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,23.0,,A2,A3,,
1051,MODELSWARD,International Conference on Model-Driven Engineering and Software Development,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=gz4cJJG39ZMJ.2018,nulo,13,B1,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,13.0,,B2,B1,,
1052,MODULARITY,International Conference on Modularity,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=atAE4ny0p7UJ.2018,Relevante,13,B1,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,13.0,,A2,B1,,
1053,MoMM,International Conference on Advances in Mobile Computing & Multimedia,2,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=PZoAL1XKdJoJ.2019,Relevante,9,B2,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,9.0,,,B2,,
1054,MoWNeT,International Conference on Selected Topics in Mobile and Wireless Networking,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Selected+Topics+in+Mobile+and+Wireless+Networking&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,8.0,1.0,B5,B3,,
1055,MPPU,Models and Paradigms for Planning under Uncertainty: a Broad Perspective Workshop,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Models+and+Paradigms+for+Planning+under+Uncertainty%3A+a+Broad+Perspective+Workshop&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,1.0,2.0,B4,B4,,
1056,MRS,International Symposium on Multi-Robot and Multi-Agent Systems,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Multi-Robot+and+Multi-Agent+Systems&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,6,B3,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,6.0,1.0,,B3,,
1057,MS,IEEE International Conference on Mobile Services,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=29QpvmiVGogJ.2018,nulo,13,B1,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,13.0,,B2,B1,,
1058,MSEC,International Manufacturing Science and Engineering Conference,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=hpVebnDj754J.2019,nulo,15,A4,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,15.0,,,A4,,
1059,MSI,"International Conference on Modelling, Simulation and Identification",1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Modelling%2C+Simulation+and+Identification&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,2.0,1.0,B5,B4,,
1060,MSN,International Conference on Mobile Ad-Hoc and Sensor Networks,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=neOh05x3OTMJ.2018,Relevante,12,B1,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,12.0,,B2,B1,,
1061,MSR,Working Conference on Mining Software Repositories,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=XpB0TY0OXkoJ.2018,Top10,43,A1,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,43.0,,A1,A1,,
1062,MSST,IEEE Symposium on Mass Storage Systems and Technologies,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+Symposium+on+Mass+Storage+Systems+and+Technologies&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,24,A3,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,24.0,1.0,A2,A3,,
1063,MSVWC,"International Conference on Modeling, Simulation and Visualization Methods",1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Modeling%2C+Simulation+and+Visualization+Methods&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,6.0,1.0,B5,B3,,
1064,MSWIM,"ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=7xyzSiMupzgJ.2018,Relevante,18,A4,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,18.0,,B1,A4,,
1065,MTD,International Workshop on Managing Technical Debt,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Managing+Technical+Debt&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,16,A4,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,16.0,1.0,B4,A4,,
1066,MTSR,International Conference on Metadata and Semantics Research,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=nypTAZp7Yo8J.2018,Relevante,9,B2,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,9.0,,B2,B2,,
1067,MUCS,IEEE Workshop on Managing Ubiquitous Communications and Services,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+Workshop+on+Managing+Ubiquitous+Communications+and+Services&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,0,B4,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,0.0,1.0,B4,B4,,
1068,MULTITEMP,International Workshop on the Analysis of Multitemporal Remote Sensing Images,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+the+Analysis+of+Multitemporal+Remote+Sensing+Images+&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,5,B4,link sem info h5,15/08/2021 03:36:44,não encontrou a tag span: list index out of range,5.0,1.0,,B4,,
1069,MUM,International Conference on Mobile and Ubiquitous Multimedia,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=ZC8PGgykt-EJ.2018,Relevante,16,A4,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,16.0,,B1,A4,,
1070,MVA,IAPR International Conference on Machine Vision Applications,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=5GsHps3NV78J.2018,Top20,11,B1,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,11.0,,,B2,,
1071,MWE,Workshop on Multiword Expressions,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=3784-WMIlkoJ.2018,nulo,8,B3,15/08/2021 03:36:44,15/08/2021 03:36:44,atualizado com sucesso,8.0,,B4,B3,,
