,producoes
2397,"
 SANTOS, R.; BATISTA, E. A. ; QUINELATO, D. D. D. ; RIBEIRO, K. G. ; SOUZA, G. G. ; FAHED, V. ; ONO, I. ; PAES, P. M. V. ; FINELON, T. S. ; NAKA, M. H. ; PINHEIRO, C. G. ; ARAUJO, F. O. . SISTEMA E MÉTODO PARA IDENTIFICAÇÃO E LIMPEZA DE SUJIDADE EM PAINÉIS FOTOVOLTAICOS. 
						2020, 
						Brasil. 
                Patente:
                Privilégio de Inovação.
            Número do registro: BR1020200190555, título: ""SISTEMA E MÉTODO PARA IDENTIFICAÇÃO E LIMPEZA DE SUJIDADE EM PAINÉIS FOTOVOLTAICOS"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        Depósito: 23/09/2020Instituição(ões) financiadora(s): CEC, CEM, CEP.
					
"
2398,"
PASQUALI, A. ; MIYAMOTO, E. ; Martins, E. M. ; SILVA FILHO, J. M. ; COSTA, L. C. M. ; ROMERO, M. E. R. ; SANTOS, R. . SIDAT - SISTEMA INTEGRADO DE DIAGNÓSTICO EM TRANSFORMADORES. 2012. 
                Patente:
                Programa de Computador.
            Número do registro: 13135-2, título: ""SIDAT - SISTEMA INTEGRADO DE DIAGNÓSTICO EM TRANSFORMADORES"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2399,"
SANTOS, R.; CESSEL, L. ; WISNIEWSKI, V. L. . EDLS - Electronic Door Lock Software. 2015. 
                Patente:
                Programa de Computador.
            Número do registro: BR512015000618-5, data de registro: 
                    19/06/2015, título: ""EDLS - Electronic Door Lock Software"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2400,"
ANDRADE, O. S. C. ; MARKS, R. ; SANTOS, R. ; DEFALQUE, G. A. ; SOKEN, P. H. ; HAYASHI, C. . Raspberry-TV: Sistema de Sinalização Digital. 2015. 
                Patente:
                Programa de Computador.
            Número do registro: BR512015000408-5, data de registro: 
                    22/04/2015, título: ""Raspberry-TV: Sistema de Sinalização Digital"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2401,"
RIBEIRO, K. G. ; SARAIVA, E. F. ; SANTOS, R. . Sistema de Predição de Sujidade em Painéis Fotovoltaicos. 2019. 
                Patente:
                Programa de Computador.
            Número do registro: BR512019002272-6, data de registro: 
                    06/06/2019, título: ""Sistema de Predição de Sujidade em Painéis Fotovoltaicos"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2402,"
BATISTA, E. A. ; SANTOS, R. ; DIAS, J. C. ; AGUIAR, R. E. ; ALVES, R. . Sistema de Gestão para Operações de Corte e Religação em Unidades Consumidoras. 2020. 
                Patente:
                Programa de Computador.
            Número do registro: BR512020001755-0, data de registro: 
                    08/09/2020, título: ""Sistema de Gestão para Operações de Corte e Religação em Unidades Consumidoras"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2403,"
BATISTA, E. A. ; SANTOS, R. ; DIAS, J. C. ; AGUIAR, R. E. ; ALVES, R. . App Operador-Relig. 2020. 
                Patente:
                Programa de Computador.
            Número do registro: BR512020001753-3, data de registro: 
                    08/09/2020, título: ""App Operador-Relig"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2404,"
BATISTA, E. A. ; SANTOS, R. ; DIAS, J. C. ; AGUIAR, R. E. ; ALVES, R. . App Cliente-Relig. 2020. 
                Patente:
                Programa de Computador.
            Número do registro: BR512020001754-1, data de registro: 
                    08/09/2020, título: ""App Cliente-Relig"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2405,"
SANTOS, R.; AGUIAR, R. E. ; ALVES, R. ; CARROMEU, C. ; ALVES, F. V. . BEP - Plataforma Eletrônica de Bovinos. 2021. 
                Patente:
                Programa de Computador.
            Número do registro: BR512021000782-4, data de registro: 
                    27/04/2021, título: ""BEP - Plataforma Eletrônica de Bovinos"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2406,"
 Martins, E. M. ; ROMERO, M. E. R. ; GONZALES, M. E. D. ; SANTOS, R. . Circuito Integrado de Portas Lógicas MVL. 
						2012, 
						Brasil. 
                Patente:
                Topografia de Circuito Integrado Registrada.
            Número do registro: PI, título: ""Circuito Integrado de Portas Lógicas MVL"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        Instituição(ões) financiadora(s): MCTI; Fundect-MS; UFMS; CNPq.
					
"
2407,"
WANNER, L. F.; RIGO, S.; SANTOS, R..  Participação em banca de Lucas Oliveira Pimenta dos Res. Targeting broad software approximations with the ACCEPT framework. 2021. Dissertação (Mestrado em Ciência da Computação) - Universidade Estadual de Campinas. 
"
2408,"
NAKA, M. H.; PISTORI, H.; WANDERLEY, R. R. A.; SANTOS, R..  Participação em banca de Célio Gianelli Pinheiro. PROJETO E FABRICAÇÃO DE UM ROBÔ PARA LIMPEZA DE PAINÉIS SOLARES EM USINAS FOTOVOLTAICAS. 2020. Dissertação (Mestrado em Desenvolvimento Local) - Universidade Católica Dom Bosco. 
"
2409,"
DUENHA, L. D.; PAPA, J. P.; SANTOS, R..  Participação em banca de Mateus Tostes dos Santos. Modelos de Predição de Desempenho para a Exploração do Espaço de Projetos Ciente de Dark Silicon. 2019. Dissertação (Mestrado em Ciência da Computação) - Universidade Federal de Mato Grosso do Sul. 
"
2410,"
IAIONE, F.; REBONATTO, M. T.; PIRES, P. P.; SANTOS NETO, Q. I.; SANTOS, R..  Participação em banca de Camila Andrade Santos. Sistema Embarcado para Correção Automática de Transponders Utilizados na Medição de Temperatura em Bovinos. 2019. Dissertação (Mestrado em Mestrado Profissional em Computação Aplicada) - Universidade Federal de Mato Grosso do Sul. 
"
2411,"
IAIONE, F.; SENE JUNIOR, I. G.; SANTOS, R..  Participação em banca de Marcel Seiji Kay. Sistema Programável para Aquisição de Sinais Bioelétricos de Eletrocardiograma. 2014. Dissertação (Mestrado em Mestrado Profissional em Computação Aplicada) - Universidade Federal de Mato Grosso do Sul. 
"
2412,"
SANTOS, R.; RIGO, S.; CASTRO JUNIOR, A. A..  Participação em banca de Lucas da Costa Silva. Algoritmos para Escalonamento de Instruções e Alocação de Registradores na Infraestrutura LLVM. 2013. Dissertação (Mestrado em Ciência da Computação) - Universidade Federal de Mato Grosso do Sul. 
"
2413,"
SOTOMA, I.; BALDASSIN, A. J.; ISHI, R.; SANTOS, R..  Participação em banca de Thales Farias Duarte. Uma plataforma para desenvolvimento e avaliação de estratégias para Memória Transacional em Software. 2012. Dissertação (Mestrado em Ciência da Computação) - Universidade Federal de Mato Grosso do Sul. 
"
2414,"
SANTOS, R.; AZEVEDO, R.; IAIONE, F..  Participação em banca de Renan Albuquerque Marks. Infraestrutura para Codificação de Instruções Baseada em Fatoração de Padrões. 2012. Dissertação (Mestrado em Ciência da Computação) - Universidade Federal de Mato Grosso do Sul. 
"
2415,"
Martins, E. M.; OLIVEIRA, R. M.; SANTOS, R.; BATISTA, E. A..  Participação em banca de Guilherme Afonso Bento Mello. Manipulador Robótico do Domínio do Conforme de Clifford. 2011. Dissertação (Mestrado em Engenharia Elétrica) - Universidade Federal de Mato Grosso do Sul. 
"
2416,"
Martins, E. M.; BATISTA, E. A.; ALVES, M. A. R.; SANTOS, R..  Participação em banca de Mario Enrique Duarte González. Projeto e Implementação dos Operadores Lógicos para a Álgebra de Múltiplos Valores. 2011. Dissertação (Mestrado em Engenharia Elétrica) - Universidade Federal de Mato Grosso do Sul. 
"
2417,"
RIGO, S.; ARAUJO, G. C. S.; SANTOS, R..  Participação em banca de Cristianno Martins Vieira. Paralelização Automática de Laços para Arquiteturas Multicore. 2010. Dissertação (Mestrado em Ciência da Computação) - Universidade Estadual de Campinas. 
"
2418,"
ROMERO, M. E. R.; Martins, E. M.; SANTOS, R..  Participação em banca de Meliton Apaza Tito. Síntese de Circuitos de Memória em Lógica Multinível. 2008. Dissertação (Mestrado em Mestrado em Engenharia Elétrica) - Universidade Federal de Mato Grosso do Sul. 
"
2419,"
ROMERO, M. E. R.; Martins, E. M.; SANTOS, R..  Participação em banca de Herbert Luque Peralta. Circuitos Digitais Combinacionais na Lógica de Múltiplos Valores. 2008. Dissertação (Mestrado em Mestrado em Engenharia Elétrica) - Universidade Federal de Mato Grosso do Sul. 
"
2420,"
MOREANO, N.; SANTOS, R.; JACOBI, R..  Participação em banca de Adriano Genovez Idalgo. O Problema dos Uns Consecutivos Utilizando Arquiteturas Reconfiguráveis. 2007. Dissertação (Mestrado em Ciência da Computação) - Universidade Federal de Mato Grosso do Sul. 
"
2421,"
MOREANO, N.; SANTOS, R.; JACOBI, R..  Participação em banca de Diogo Henrique Prezoto Castelano. O Algoritmo AES/Rijndael de Criptografia e sua Implementação em Hardware. 2007. Dissertação (Mestrado em Ciência da Computação) - Universidade Federal de Mato Grosso do Sul. 
"
2422,"
BORIN, E.; SOUZA, P. S. L.; FANCINE, E.; SANTOS, R..  Participação em banca de Naylor Garcia Bachiega. Instructional Unit for Parallel Programming Teaching. 2017. Exame de qualificação (Doutorando em Doutorado em Ciência da Computação)  - Instituto de Ciências Matemáticas e de Computação. 
"
2423,"
ARAUJO, G.; BORIN, E.; SANTOS, R..  Participação em banca de Cristianno Martins Vieira. Otimizações para Extração Automática de Paralelismo Baseadas na Técnica Decoupled Software Pipelining. 2012. Exame de qualificação (Doutorando em Ciência da Computação)  - Universidade Estadual de Campinas. 
"
2424,"
NAKA, M. H.; PISTORI, H.; ABRAO, R. R.; SANTOS, R..  Participação em banca de Célio Gianelli Pinheiro. PROJETO E FABRICAÇÃO DE UM ROBÔ PARA LIMPEZA DE PAINÉIS SOLARES EM USINAS FOTOVOLTAICAS. 2020. Exame de qualificação (Mestrando em Desenvolvimento Local)  - Universidade Católica Dom Bosco. 
"
2425,"
ALVES, M.; GONDA, L.; SANTOS, R..  Participação em banca de Felipe Prado Yonehara.Projeto, Modelagem e Simulação de Processadores de 
Projeto, Modelagem e Simulação de Processadores de Alto-Desempenho.
							2009. Trabalho de Conclusão de Curso (Graduação em Engenharia de Computação)  - Universidade Católica Dom Bosco. 
"
2426,"
PADOVANI, K.; CARNEIRO, A.; SANTOS, R..  Participação em banca de Carlos Rogério da Silva Ruiz.Algoritmo de Roteamento de Veículos Baseado em Técnicas de Otimização Linear.
							2009. Trabalho de Conclusão de Curso (Graduação em Sistemas de Informação)  - Universidade Católica Dom Bosco. 
"
2427,"
SOTOMA, I.; RUBINSZTEIN, H. K. S.; SANTOS, R..  Participação em banca de Thales Farias Duarte.Memória Transacional na DSTM2.
							2009. Trabalho de Conclusão de Curso (Graduação em Ciência da Computação)  - Universidade Federal de Mato Grosso do Sul. 
"
2428,"
MOREANO, N.; SANTOS, R..  Participação em banca de Roberto de Deus Murta e João Lucas Chiquito.Processadores Específicos de Aplicação.
							2009. Trabalho de Conclusão de Curso (Graduação em Ciência da Computação)  - Universidade Federal de Mato Grosso do Sul. 
"
2429,"
STEFANES, M. A.; SANTOS, R..  Participação em banca de Paulo Barros Alencar.Avaliação Comparativa da Arquitetura SIMD/CUDA.
							2009. Trabalho de Conclusão de Curso (Graduação em Ciência da Computação)  - Universidade Federal de Mato Grosso do Sul. 
"
2430,"
ARAGAO, A. L.; SANTOS, R. R.; RUCHSKYS, D. P..  Participação em banca de André Luis Miranda.Ambiente Colaborativo Utilizando Realidade Virtual.
							2003. Trabalho de Conclusão de Curso (Graduação em Engenharia de Computação)  - Universidade Católica Dom Bosco. 
"
2431,"
ROMERO, M. E. R.; SANTOS, R. R.; CASTRO JUNIOR, A. A..  Participação em banca de Moacir Alves.Cluster de Servidores WEB: Estudo e Implementação de um Mecanismo de Tolerância a Falha.
							2003. Trabalho de Conclusão de Curso (Graduação em Engenharia de Computação)  - Universidade Católica Dom Bosco. 
"
2432,"
SANTOS, R. R.; VEGA, M. A. A.; ARAGAO, A. L..  Participação em banca de Paulo Ricardo Paz Vital.Avaliação de Desempenho dos Componentes de Políticas de Escalonamento de Processos em Ambientes Distribuídos.
							2003. Trabalho de Conclusão de Curso (Graduação em Engenharia de Computação)  - Universidade Católica Dom Bosco. 
"
2433,"
SANTOS, R. R.; SPOLON, R.; CASTRO JUNIOR, A. A..  Participação em banca de Márcio Paulino da Silva.Projeto e Implementação de uma ferramenta para detecção de hardware em ambientes heterogêneos.
							2003. Trabalho de Conclusão de Curso (Graduação em Engenharia de Computação)  - Universidade Católica Dom Bosco. 
"
2434,"
SANTOS, R. R.; RUCHSKYS, D. P.; SILVA, L. S..  Participação em banca de Higor Aparecido Vieira Alves.Proposta de uma política de migração de processos para o ambiente AMIGO.
							2003. Trabalho de Conclusão de Curso (Graduação em Engenharia de Computação)  - Universidade Católica Dom Bosco. 
"
2435,"
CASTRO JUNIOR, A. A.; SANTOS, R. R.; PEREIRA, W. M..  Participação em banca de Luciano Marchi.Projeto e Implementação de uma Unidade Lógica e Aritmética (ULA) utilizando VHDL e PLD's.
							2002. Trabalho de Conclusão de Curso (Graduação em Engenharia de Computação)  - Universidade Católica Dom Bosco. 
"
2436,"
SPOLON, R.; SANTOS, R. R..  Participação em banca de Bianca de Almeida Dantas.Aspectos de Segurança e Disponibilidade em Redes de Computadores.
							2002. Trabalho de Conclusão de Curso (Graduação em Ciência da Computação)  - Universidade Federal de Mato Grosso do Sul. 
"
2437,"
PISTORI, J.; SANTOS, R. R.; CASTRO JUNIOR, A. A..  Participação em banca de Marcelo Rodrigues da Cruz, Tiago Moser Pereira.Desenvolvimento de um conjunto de ferramentas para o auxílio na administração de redes e serviços Web.
							2002. Trabalho de Conclusão de Curso (Graduação em Engenharia de Computação)  - Universidade Católica Dom Bosco. 
"
2438,"
VEGA, M. A. A.; SANTOS, R. R.; PISTORI, J..  Participação em banca de Diego Bueno Coelho.Gerenciamento e manutenção de recursos em redes de computadores através de agentes de software.
							2002. Trabalho de Conclusão de Curso (Graduação em Engenharia de Computação)  - Universidade Católica Dom Bosco. 
"
2439,"
GOMES, A. O.; DUENHA, L. D.; SANTOS, R.. Concurso público para o cargo de professor auxiliar para o campus de Corumbá.
							2014. Universidade Federal de Mato Grosso do Sul. 
"
2440,"
SANTOS, R.; IAIONE, F.; ANDREA, C. Q.. Concurso Público para o Cargo de Professor Assistente - Área: Engenharias/Engenharia Elética/Eletrônica Industrial, Sistemas e Controles Eletrônicos.
							2013. Universidade Federal de Mato Grosso do Sul. 
"
2441,"
GONDA, L.; SANTOS, R.; MATSUNO, I. P.. Concurso Público para o Cargo de Professor Assistente para o Campus de Três Lagoas.
							2012. Universidade Federal de Mato Grosso do Sul. 
"
2442,"
SANTOS, R.; ROMERO, M. E. R.; ROMARIZ, A. R. S.. Concurso Público para o Cargo de Professor Assistente.
							2012. Universidade Federal de Mato Grosso do Sul. 
"
2443,"
CASTRO JUNIOR, A. A.; MOREANO, N.; SANTOS, R.. Concurso Público para o Cargo de Professor Assistente para o Campus de Ponta Porã.
							2011. Universidade Federal de Mato Grosso do Sul. 
"
2444,"
SANTOS, R.; HOSHINO, E. A.; BARROS, B.. Concurso Público para o Cargo de Professor Assistente para o Campus de Corumbá.
							2010. Universidade Federal de Mato Grosso do Sul. 
"
2445,"
MACHADO, M. I. C.; MATSUBARA, E. T.; SANTOS, R.. Concurso Público para o Cargo de Professor Assistente para o Campus de Corumbá.
							2010. Universidade Federal de Mato Grosso do Sul. 
"
2446,"
CARVALHO, M. H.; HOSHINO, E. A.; SANTOS, R.. Concurso Público para o Cargo de Professor Assistente para o Campus de Coxim.
							2009. Universidade Federal de Mato Grosso do Sul. 
"
2447,"
FERREIRA, R. A.; SANTOS, R.. Avaliador in loco do Curso de Ciência da Computação da Universidade Estadual de Mato Grosso do Sul.
							2013. Universidade Estadual de Mato Grosso do Sul. 
"
2448,"
2015 IEEE 26th International Conference on Applicationspecific Systems, Architectures and Processors (ASAP). MultiExplorer: A tool set for multicore system-on-chip design exploration. 2015. (Congresso). 
"
2449,"
28th IEEE International System-on-Chip Conference. Instruction Decoders Based on Pattern Factorization. 2015. (Congresso). 
"
2450,"
IEEE International Symposium on Rapid System Prototyping.A Framework for Instruction Encoding Designs on Embedded Processors.
							2013. (Simpósio). 
					
"
2451,"
Workshop de Sistemas Computacionais de Alto Desempenho - Simpósio em Sistemas Computacionais.
							2013. (Simpósio). 
					
"
2452,"
Workshop do Departamento de Sistemas de Computação.Gerenciamento de Projetos de Pesquisa e Desenvolvimento Tecnológico: a experiência do LSCAD/FACOM/UFMS.
							2013. (Encontro). 
					
"
2453,"
Workshop sobre Educação em Arquitetura de Computadores.Utilização de Plataformas de Hardware Aberto no Ensino: Um Estudo de Caso na Disciplina de Introdução à Engenharia de Computação. 2013. (Oficina). 
					
"
2454,"
10th IEEE/IAS International Conference on Industry Applications. SIDAT - Integrated System for Automatic Diagnostic on Power Transformers. 2012. (Congresso). 
"
2455,"
XIII WSCAD-SCC.Design and Implementation of the PBIW Instruction Decoder in a Softcore Embedded Processor.
							2012. (Simpósio). 
					
"
2456,"
Workshop OSSO.The 2D-VLIW Processor Architecture. 2010. (Oficina). 
					
"
2457,"
39th International Symposium on Multiple Valued Logic.Multiple Valued Logic for the Synthesis of Digital Circuits.
							2009. (Simpósio). 
					
"
2458,"
VII Seminário de Pesquisa em Computação do MS.Mesa Redonda Sobre os Grandes Desafios da Computação 2006-2016. 2009. (Seminário). 
"
2459,"
XXXV Conferência Latino Americana de Informática. Avaliador de Artigos. 2009. (Congresso). 
"
2460,"
20th International Symposium on Computer Architecture and High Performance Computing.
							2008. (Simpósio). 
					
"
2461,"
IX Simpósio em Sistemas Computacionais WSCAD-SSC.PBIW: Uma Codificação de Instruções Alternativa para Arquiteturas de Alto Desempenho.
							2008. (Simpósio). 
					
"
2462,"
XII Simpósio Brasileiro de Linguagens de Programação.An Instruction Scheduling Algorithm Based on Subgraph Isomorphism.
							2008. (Simpósio). 
					
"
2463,"
Simpósio Brasileiro de Pesquisa Operacional - SBPO.A DAGs-Packing Heuristic for a High Performance Processor Architecture.
							2007. (Simpósio). 
					
"
2464,"
Workshop sobre Educação em Arquiteturas de Computadores.Ensino de Arquiteturas de Computadores no Curso de Sistemas de Informação da UCDB. 2007. (Oficina). 
					
"
