,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
1498,V Simpósio Brasileiro de Computação Gráfica e Processamento de Imagens,19920.0,-,conferencia,-,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de computacao musical,simposio brasileiro de computacao ubiqua e pervasiva,simposio brasileiro de computacao musical,79,90,69,89,,B1,,B1,nulo,nao_tem,-
1499,"Proc. of ACM, 11th Intl. Conference on Information and Knowledge Management (CIKM)",20020.0,-,conferencia,cikm,acm international conference on information and knowledge management,acm international conference on information and knowledge management,acm international conference on information and knowledge management,acm conference on management data,79,87,81,92,,A1,A1,A1,ratio partial sort,acm international conference on information and knowledge management,A1
1500,XVIII International Symposium of Mathematical Programming,20030.0,-,conferencia,-,international symposium on mathematical morphology,international symposium compimage,international symposium on mathematical morphology,robocup international symposium,79,85,79,85,,B3,,A4,nulo,nao_tem,-
1501,22nd International European Conference on Parallel and Distributed Computing,20170.0,-,conferencia,-,international conference on parallel and distributed systems,international conference on parallel and distributed systems,international conference on distributed computing and networking,european conference on parallel computing,79,85,77,100,,B1,,A3,ratio partial,international conference on parallel and distributed systems,B1
1502,VIII Workshop de Visão Computacional (WVC'2012),20120.0,-,conferencia,wvc,workshop de visao computacional,workshop de visao computacional,workshop de visao computacional,workshop de visao computacional,79,100,82,100,,B4,B4,B4,all,workshop de visao computacional,B4
1503,15th International Conference on Machine Learning and Data Mining (MLDM),20190.0,-,conferencia,mldm,international conference on machine learning and data mining in pattern recognition,international conference on machine learning,international conference on machine learning and data mining in pattern recognition,international conference on machine learning,79,100,80,100,,A1,B2,A1,ratio sort,international conference on machine learning and data mining in pattern recognition,B2
1504,36th ACM/SIGAPP Symposium on Applied Computing (SAC),20210.0,-,conferencia,sac,acm symposium on applied computing,acm symposium on applied computing,acm symposium on applied computing,acm symposium on applied computing,79,94,81,100,,A2,A2,A2,all,acm symposium on applied computing,A2
1505,Simposio Brasileiro de Redes de Computadores,,-,conferencia,-,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,79,100,79,100,,A4,,A4,all,simposio brasileiro de redes de computadores e sistemas distribuidos,A4
1506,IEEE Global Telecommunications Conference (Globecom 2001),20010.0,-,conferencia,globecom,ieee global communications conference,ieee global communications conference,international conference on telecommunications,ieee oceans conference,79,89,69,81,,A1,,A4,ratio partial,ieee global communications conference,A1
1507,XXVII Congresso Latino Americano de Informática,20020.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,congresso brasileiro de informatica em saude,congresso brasileiro de agroinformatica,79,84,68,72,,B2,,,ratio partial,conferencia latinoamericana de informatica,B2
1508,GLOBECOM 2010  2010 IEEE Global Communications Conference,,-,conferencia,globecom,ieee global communications conference,ieee global communications conference,ieee global communications conference,ieee global communications conference,79,100,80,100,,A1,A1,A1,all,ieee global communications conference,A1
1509,IEEE Global Telecommunications Conference (IEEE Globecom),20110.0,-,conferencia,globecom,ieee global communications conference,ieee global communications conference,international conference on telecommunications,ieee global communications conference,79,89,69,85,,A1,,A1,ratio partial set,ieee global communications conference,A1
1510,IEEE Latin America Conference on Communications (IEEE LATINCOM 2013),20130.0,-,conferencia,latin,ieee latin-american conference on communications,ieee latin-american conference on communications,ieee latin-american conference on communications,ieee global communications conference,79,96,82,90,,B2,B2,A1,all,ieee latin-american conference on communications,B2
1511,IEEE Latin America Conference on Communications (IEEE LATINCOM 2017),20170.0,-,conferencia,latin,ieee latin-american conference on communications,ieee latin-american conference on communications,ieee latin-american conference on communications,ieee global communications conference,79,96,82,90,,B2,B2,A1,all,ieee latin-american conference on communications,B2
1512,2019 IEEE Latin America Conference on Communications (IEEE LATINCOM),20190.0,-,conferencia,latin,ieee latin-american conference on communications,ieee latin-american conference on communications,ieee latin-american conference on communications,ieee global communications conference,79,96,82,90,,B2,B2,A1,all,ieee latin-american conference on communications,B2
1513,2021 IEEE Latin America Conference on Communications (IEEE LATINCOM),20210.0,-,conferencia,latin,ieee latin-american conference on communications,ieee latin-american conference on communications,ieee latin-american conference on communications,ieee global communications conference,79,96,82,90,,B2,B2,A1,all,ieee latin-american conference on communications,B2
1514,2012 IEEE Symposium on Computers and Communications (ISCC),,-,conferencia,iscc,acm symposium on computer and communications security,acm symposium on computer and communications security,international symposium on computers and communications,international symposium on computers and communications,79,86,81,85,,A1,A3,A3,sort set,international symposium on computers and communications,A3
1515,2013 IEEE Symposium on Computers and Communications (ISCC),,-,conferencia,iscc,acm symposium on computer and communications security,acm symposium on computer and communications security,international symposium on computers and communications,international symposium on computers and communications,79,86,81,85,,A1,A3,A3,sort set,international symposium on computers and communications,A3
1516,the 16th ACM international conference,,-,conferencia,-,metaheuristics international conference,international cad conference,international test conference,international acm sigsoft conference on the quality of software architectures,79,92,82,93,,B2,A4,A4,nulo,nao_tem,-
1517,the 13th ACM international conference,,-,conferencia,-,metaheuristics international conference,international cad conference,international test conference,international acm sigsoft conference on the quality of software architectures,79,92,82,93,,B2,A4,A4,nulo,nao_tem,-
1518,the 14th ACM international conference,20110.0,-,conferencia,-,metaheuristics international conference,international cad conference,international test conference,international acm sigsoft conference on the quality of software architectures,79,92,82,93,,B2,A4,A4,nulo,nao_tem,-
1519,the 17th ACM international conference,,-,conferencia,-,metaheuristics international conference,international cad conference,international test conference,international acm sigsoft conference on the quality of software architectures,79,92,82,93,,B2,A4,A4,nulo,nao_tem,-
1520,2015 IEEE Symposium on Computers and Communication (ISCC),,-,conferencia,iscc,international symposium on computers and communications,acm symposium on computer and communications security,international symposium on computers and communications,acm symposium on computer and communications security,79,84,80,80,,A1,A3,A1,ratio sort,international symposium on computers and communications,A3
1521,2017 IEEE Symposium on Computers and Communications (ISCC),20170.0,-,conferencia,iscc,acm symposium on computer and communications security,acm symposium on computer and communications security,international symposium on computers and communications,international symposium on computers and communications,79,86,81,85,,A1,A3,A3,sort set,international symposium on computers and communications,A3
